sensor,type,uptime,v,a,w,kwh,hz,pf,time
main_power,json,40240,227,0.694,116.1,0.574,49.9,0.74,2020-12-01 07:07:55
main_power,json,40271,227.3,0.698,117.8,0.575,49.9,0.74,2020-12-01 07:08:26
main_power,json,40302,227,0.756,134.1,0.577,50,0.78,2020-12-01 07:08:57
main_power,json,40333,227.3,0.712,122.3,0.577,50.1,0.76,2020-12-01 07:09:28
main_power,json,40364,227.3,0.721,123.4,0.579,50,0.75,2020-12-01 07:09:59
main_power,json,40395,227.2,0.707,119.8,0.58,50,0.75,2020-12-01 07:10:30
main_power,json,40426,227.5,0.707,119.7,0.581,50.1,0.74,2020-12-01 07:11:01
main_power,json,40457,227.6,0.701,118.5,0.582,50,0.74,2020-12-01 07:11:32
main_power,json,40489,227.6,0.695,116.1,0.583,50,0.73,2020-12-01 07:12:04
main_power,json,40520,227.5,0.712,121.2,0.584,50,0.75,2020-12-01 07:12:35
main_power,json,40551,227.2,0.669,111.6,0.585,50,0.73,2020-12-01 07:13:06
main_power,json,40582,227.1,0.716,120.7,0.586,49.8,0.74,2020-12-01 07:13:37
main_power,json,40613,227.4,0.783,139.5,0.587,50,0.78,2020-12-01 07:14:08
main_power,json,40644,227.6,0.695,114.7,0.588,50,0.73,2020-12-01 07:14:39
main_power,json,40675,227.6,0.691,113.6,0.589,49.9,0.72,2020-12-01 07:15:10
main_power,json,40706,227.1,0.693,114.3,0.59,49.9,0.73,2020-12-01 07:15:41
main_power,json,40737,227.2,0.69,113.2,0.591,50,0.72,2020-12-01 07:16:12
main_power,json,40768,227.4,0.69,114.8,0.592,50.1,0.73,2020-12-01 07:16:43
main_power,json,40799,227.2,0.687,114.6,0.593,50,0.73,2020-12-01 07:17:14
main_power,json,40830,227.3,0.693,114.9,0.594,50.1,0.73,2020-12-01 07:17:45
main_power,json,40862,227.4,0.694,114,0.595,50,0.72,2020-12-01 07:18:17
main_power,json,40893,227.4,0.692,113.1,0.596,50,0.72,2020-12-01 07:18:48
main_power,json,40924,227.4,0.729,125.2,0.597,50.1,0.76,2020-12-01 07:19:19
main_power,json,40955,227.6,0.692,114.3,0.598,50,0.73,2020-12-01 07:19:50
main_power,json,40986,227.5,0.688,114,0.599,50.1,0.73,2020-12-01 07:20:21
main_power,json,41017,227.7,0.684,112.1,0.6,50.1,0.72,2020-12-01 07:20:52
main_power,json,41048,227.8,0.702,116.8,0.601,50.1,0.73,2020-12-01 07:21:23
main_power,json,41079,227.6,0.691,113.6,0.602,50.1,0.72,2020-12-01 07:21:54
main_power,json,41110,228,0.69,113.3,0.603,50.1,0.72,2020-12-01 07:22:25
main_power,json,41141,228.1,0.695,114.7,0.604,50.1,0.72,2020-12-01 07:22:56
main_power,json,41172,228.1,0.742,129.5,0.605,50.1,0.77,2020-12-01 07:23:27
main_power,json,41204,228,0.687,114.2,0.606,50.1,0.73,2020-12-01 07:23:58
main_power,json,41235,228.4,0.714,121.6,0.607,50.2,0.75,2020-12-01 07:24:30
main_power,json,41266,228.4,0.711,118.3,0.608,50.2,0.73,2020-12-01 07:25:01
main_power,json,41297,228.5,0.707,118.7,0.609,50.2,0.73,2020-12-01 07:25:32
main_power,json,41328,228.6,0.695,114.6,0.61,50.1,0.72,2020-12-01 07:26:03
main_power,json,41359,228.4,0.701,116.3,0.611,50.1,0.73,2020-12-01 07:26:34
main_power,json,41390,228.1,0.705,116.3,0.612,50.1,0.72,2020-12-01 07:27:05
main_power,json,41421,228.1,0.721,121.7,0.613,50.1,0.74,2020-12-01 07:27:36
main_power,json,41452,227.7,0.741,127.1,0.614,50.1,0.75,2020-12-01 07:28:07
main_power,json,41577,228,0.731,128.1,0.618,50.1,0.77,2020-12-01 07:30:11
main_power,json,41608,227.8,0.696,115.1,0.619,50.2,0.73,2020-12-01 07:30:42
main_power,json,41639,227.8,0.69,114.1,0.62,50.2,0.73,2020-12-01 07:31:14
main_power,json,41670,227.8,0.69,114.3,0.621,50.1,0.73,2020-12-01 07:31:45
main_power,json,41701,227.7,0.69,113.8,0.622,50.2,0.72,2020-12-01 07:32:16
main_power,json,41732,227.7,0.693,114.2,0.623,50.1,0.72,2020-12-01 07:32:47
main_power,json,41763,227.8,0.699,115.9,0.624,50.2,0.73,2020-12-01 07:33:18
main_power,json,41794,227.5,0.671,108.9,0.625,50.1,0.71,2020-12-01 07:33:49
main_power,json,41825,227.6,0.688,113.4,0.626,50.1,0.72,2020-12-01 07:34:20
main_power,json,41856,228.5,0.69,113.5,0.627,50.2,0.72,2020-12-01 07:34:51
main_power,json,41887,228.8,0.687,112.6,0.628,50.1,0.72,2020-12-01 07:35:22
main_power,json,41919,228.7,0.701,116.3,0.629,50.2,0.73,2020-12-01 07:35:53
main_power,json,41950,228.5,0.679,112,0.63,50.1,0.72,2020-12-01 07:36:24
main_power,json,41981,228.1,0.684,112.1,0.631,50.1,0.72,2020-12-01 07:36:56
main_power,json,42012,227.8,0.689,113.3,0.632,50.1,0.72,2020-12-01 07:37:27
main_power,json,42043,227.9,0.696,114.6,0.633,50.2,0.72,2020-12-01 07:37:58
main_power,json,42074,227.9,0.683,113,0.634,50.2,0.73,2020-12-01 07:38:29
main_power,json,42105,227.9,0.711,117.6,0.635,50.2,0.73,2020-12-01 07:39:00
main_power,json,42136,227.6,0.685,112.7,0.636,50.2,0.72,2020-12-01 07:39:31
main_power,json,42167,227.9,0.714,120.6,0.637,50.2,0.74,2020-12-01 07:40:02
main_power,json,42198,227.9,0.756,133.5,0.638,50.2,0.77,2020-12-01 07:40:33
main_power,json,42229,227.5,0.697,114,0.639,50.1,0.72,2020-12-01 07:41:04
main_power,json,42261,227.3,0.697,115,0.64,50.1,0.73,2020-12-01 07:41:35
main_power,json,42292,227.4,0.701,115.6,0.641,50.1,0.73,2020-12-01 07:42:06
main_power,json,42323,227.4,0.721,122,0.642,50.1,0.74,2020-12-01 07:42:38
main_power,json,42354,227.8,0.69,112.7,0.643,50,0.72,2020-12-01 07:43:09
main_power,json,42385,227.4,0.693,114.6,0.644,50,0.73,2020-12-01 07:43:40
main_power,json,42416,227.3,0.687,114.1,0.645,50.1,0.73,2020-12-01 07:44:11
main_power,json,42447,227.2,0.721,123.8,0.646,50,0.76,2020-12-01 07:44:42
main_power,json,42478,227.2,0.695,116,0.647,50,0.73,2020-12-01 07:45:13
main_power,json,42509,227.3,0.687,113.4,0.648,50,0.73,2020-12-01 07:45:44
main_power,json,42540,227.4,0.535,78.6,0.649,50,0.65,2020-12-01 07:46:15
main_power,json,42571,227.7,0.466,55.8,0.649,50.1,0.53,2020-12-01 07:46:46
main_power,json,42603,227.7,0.459,56.8,0.65,50.1,0.54,2020-12-01 07:47:17
main_power,json,42634,227.7,0.477,59,0.65,50.1,0.54,2020-12-01 07:47:48
main_power,json,42665,227.8,0.464,55.3,0.651,50.1,0.52,2020-12-01 07:48:19
main_power,json,42696,227.6,0.466,57.2,0.651,50.1,0.54,2020-12-01 07:48:51
main_power,json,42727,227.7,0.469,56.9,0.652,50.1,0.53,2020-12-01 07:49:22
main_power,json,42758,227.4,0.474,56.5,0.652,50.2,0.52,2020-12-01 07:49:53
main_power,json,42789,227.4,0.468,56.7,0.653,50.2,0.53,2020-12-01 07:50:24
main_power,json,42820,227.2,0.472,57.4,0.653,50.1,0.54,2020-12-01 07:50:55
main_power,json,42851,227.4,0.472,57,0.654,50.1,0.53,2020-12-01 07:51:26
main_power,json,42882,227.4,0.458,55.6,0.654,50.1,0.53,2020-12-01 07:51:57
main_power,json,42913,227.5,0.464,55.4,0.655,50.1,0.52,2020-12-01 07:52:29
main_power,json,42945,227,0.466,55.7,0.655,50.1,0.53,2020-12-01 07:53:00
main_power,json,42976,227.1,0.456,55.5,0.656,50.1,0.54,2020-12-01 07:53:31
main_power,json,43007,226.9,0.471,56.7,0.656,50.1,0.53,2020-12-01 07:54:02
main_power,json,43038,227.3,0.463,56.3,0.656,50.1,0.53,2020-12-01 07:54:33
main_power,json,43069,226.7,0.467,56.1,0.657,50.1,0.53,2020-12-01 07:55:04
main_power,json,43100,226.4,0.474,55.8,0.658,50.1,0.52,2020-12-01 07:55:35
main_power,json,43131,226.3,0.465,56.6,0.658,50.1,0.54,2020-12-01 07:56:06
main_power,json,43162,226.1,0.469,56,0.658,50.1,0.53,2020-12-01 07:56:37
main_power,json,43193,226.3,0.473,57.5,0.659,50.1,0.54,2020-12-01 07:57:08
main_power,json,43224,226.7,0.48,57.1,0.66,50.1,0.52,2020-12-01 07:57:39
main_power,json,43255,226.6,0.469,56,0.66,50.2,0.53,2020-12-01 07:58:11
main_power,json,43287,226.6,0.47,57,0.66,50.2,0.54,2020-12-01 07:58:42
main_power,json,43318,226.6,0.47,56.4,0.661,50.2,0.53,2020-12-01 07:59:13
main_power,json,43349,226.4,0.464,55.4,0.661,50.2,0.53,2020-12-01 07:59:44
main_power,json,43380,227,0.467,55.7,0.662,50.2,0.53,2020-12-01 08:00:15
main_power,json,43411,226.8,0.465,55.9,0.662,50.2,0.53,2020-12-01 08:00:46
main_power,json,43442,226.6,0.478,55.9,0.663,50.1,0.52,2020-12-01 08:01:17
main_power,json,43473,226.6,0.466,55.8,0.663,50.2,0.53,2020-12-01 08:01:48
main_power,json,43504,226.4,0.48,56.4,0.664,50.2,0.52,2020-12-01 08:02:19
main_power,json,43535,226.2,0.469,55.5,0.664,50.2,0.52,2020-12-01 08:02:50
main_power,json,43566,226,0.46,56.1,0.665,50.2,0.54,2020-12-01 08:03:21
main_power,json,43597,226,0.482,56.9,0.665,50.1,0.52,2020-12-01 08:03:52
main_power,json,43628,226.1,0.465,56.2,0.666,50.1,0.53,2020-12-01 08:04:24
main_power,json,43660,226.1,0.475,57.2,0.666,50.1,0.53,2020-12-01 08:04:55
main_power,json,43691,225.9,0.47,55.8,0.667,50.1,0.53,2020-12-01 08:05:26
main_power,json,43722,225.7,0.47,57.1,0.667,50,0.54,2020-12-01 08:05:57
main_power,json,43753,226,0.471,55.9,0.668,50,0.53,2020-12-01 08:06:28
main_power,json,43784,226,0.472,55.6,0.668,50.1,0.52,2020-12-01 08:06:59
main_power,json,43815,226.3,0.501,59.7,0.669,50,0.53,2020-12-01 08:07:30
main_power,json,43846,226.4,0.474,59.5,0.669,49.9,0.55,2020-12-01 08:08:01
main_power,json,43877,226.5,0.454,56.1,0.67,50,0.55,2020-12-01 08:08:32
main_power,json,43908,226.7,0.472,55.8,0.67,50.1,0.52,2020-12-01 08:09:03
main_power,json,43939,226.6,0.469,55.4,0.671,50.1,0.52,2020-12-01 08:09:35
main_power,json,43971,226.2,0.462,56.3,0.671,50.1,0.54,2020-12-01 08:10:06
main_power,json,44002,226.3,0.474,59.8,0.672,50.1,0.56,2020-12-01 08:10:37
main_power,json,44033,226,0.467,56.4,0.672,50,0.53,2020-12-01 08:11:08
main_power,json,44064,226.1,0.467,55.9,0.673,50.1,0.53,2020-12-01 08:11:39
main_power,json,44095,225.8,0.471,57.2,0.673,50.1,0.54,2020-12-01 08:12:10
main_power,json,44126,226.1,0.48,57.3,0.674,50.1,0.53,2020-12-01 08:12:41
main_power,json,44157,226.2,0.477,57.6,0.674,50.1,0.53,2020-12-01 08:13:12
main_power,json,44188,225.8,0.479,56.3,0.675,50,0.52,2020-12-01 08:13:43
main_power,json,44219,225.8,0.471,55.5,0.675,50,0.52,2020-12-01 08:14:14
main_power,json,44250,225.7,0.469,56.7,0.676,50,0.54,2020-12-01 08:14:45
main_power,json,44281,225.7,0.471,56.8,0.676,49.9,0.53,2020-12-01 08:15:17
main_power,json,44313,225.6,0.466,56.1,0.677,49.9,0.53,2020-12-01 08:15:48
main_power,json,44344,225.6,0.47,55.3,0.677,49.9,0.52,2020-12-01 08:16:19
main_power,json,44375,225.8,0.468,55.6,0.678,49.9,0.53,2020-12-01 08:16:50
main_power,json,44406,225.9,0.47,56.1,0.678,50,0.53,2020-12-01 08:17:21
main_power,json,44437,225.9,0.48,57,0.679,50.1,0.53,2020-12-01 08:17:52
main_power,json,44468,225.5,0.47,56.2,0.679,49.9,0.53,2020-12-01 08:18:23
main_power,json,44499,226,0.474,55.4,0.68,49.9,0.52,2020-12-01 08:18:54
main_power,json,44530,226,0.471,55.6,0.68,49.9,0.52,2020-12-01 08:19:25
main_power,json,44561,226.2,0.493,59.9,0.681,50.1,0.54,2020-12-01 08:19:56
main_power,json,44592,225.3,0.479,58,0.681,50,0.54,2020-12-01 08:20:27
main_power,json,44623,225.4,0.471,56.6,0.681,50,0.53,2020-12-01 08:20:59
main_power,json,44655,225.7,0.475,56.4,0.682,50,0.53,2020-12-01 08:21:30
main_power,json,44686,225.4,0.474,57.2,0.683,50.1,0.54,2020-12-01 08:22:01
main_power,json,44717,225.5,0.488,59.9,0.683,50,0.54,2020-12-01 08:22:32
main_power,json,44748,225.7,0.484,57.4,0.683,50,0.53,2020-12-01 08:23:03
main_power,json,44779,225.9,0.486,57.4,0.684,50.1,0.52,2020-12-01 08:23:34
main_power,json,44810,226.2,0.469,56,0.684,50,0.53,2020-12-01 08:24:05
main_power,json,44841,226.1,0.453,54,0.685,50,0.53,2020-12-01 08:24:36
main_power,json,44872,226,0.48,58.4,0.685,50,0.54,2020-12-01 08:25:07
main_power,json,44903,226.1,0.477,56.4,0.686,50,0.52,2020-12-01 08:25:38
main_power,json,44934,226,0.472,55.2,0.686,50,0.52,2020-12-01 08:26:09
main_power,json,44965,226.1,0.474,55.5,0.687,50,0.52,2020-12-01 08:26:40
main_power,json,44997,225.9,0.479,56.7,0.687,50.1,0.52,2020-12-01 08:27:12
main_power,json,45028,226,0.476,55.6,0.688,50.1,0.52,2020-12-01 08:27:43
main_power,json,45059,226.1,0.466,56,0.688,50.1,0.53,2020-12-01 08:28:14
main_power,json,45090,226.2,0.468,55.9,0.689,50.1,0.53,2020-12-01 08:28:45
main_power,json,45121,226.3,0.487,57.6,0.689,50.1,0.52,2020-12-01 08:29:16
main_power,json,45152,226.2,0.491,60.1,0.69,50.1,0.54,2020-12-01 08:29:47
main_power,json,45183,225.8,0.496,56.5,0.69,50.1,0.5,2020-12-01 08:30:18
main_power,json,45214,225.9,0.476,56.2,0.691,50.1,0.52,2020-12-01 08:30:49
main_power,json,45245,225.3,0.476,57.4,0.691,50.1,0.54,2020-12-01 08:31:20
main_power,json,45276,225.1,0.474,55,0.692,50,0.52,2020-12-01 08:31:51
main_power,json,45307,225.2,0.468,56.6,0.692,50.1,0.54,2020-12-01 08:32:22
main_power,json,45339,225.6,0.463,55.6,0.693,50.1,0.53,2020-12-01 08:32:54
main_power,json,45370,225.1,0.471,55.4,0.693,50.1,0.52,2020-12-01 08:33:25
main_power,json,45401,225,0.472,53.7,0.694,50,0.51,2020-12-01 08:33:56
main_power,json,45432,225.7,0.47,54.5,0.694,50,0.51,2020-12-01 08:34:27
main_power,json,45463,225.4,0.474,55.1,0.695,50,0.52,2020-12-01 08:34:58
main_power,json,45494,225.6,0.478,55.9,0.695,49.8,0.52,2020-12-01 08:35:29
main_power,json,45525,225.8,0.459,54.2,0.696,49.8,0.52,2020-12-01 08:36:00
main_power,json,45556,227.2,0.459,55.4,0.696,49.9,0.53,2020-12-01 08:36:31
main_power,json,45587,227.4,0.471,57,0.697,49.9,0.53,2020-12-01 08:37:02
main_power,json,45618,227.3,0.463,57.2,0.697,49.9,0.54,2020-12-01 08:37:33
main_power,json,45649,227.4,0.466,55.7,0.698,49.9,0.53,2020-12-01 08:38:05
main_power,json,45681,227.9,0.471,56.7,0.698,50.1,0.53,2020-12-01 08:38:36
main_power,json,45712,228.1,0.461,56.2,0.699,50,0.53,2020-12-01 08:39:07
main_power,json,45743,227.5,0.464,54.6,0.699,50,0.52,2020-12-01 08:39:38
main_power,json,45774,227.6,0.471,56.3,0.7,50,0.53,2020-12-01 08:40:09
main_power,json,45805,227.4,0.472,55.1,0.7,50,0.51,2020-12-01 08:40:40
main_power,json,45836,227.3,0.481,56.4,0.701,50,0.52,2020-12-01 08:41:11
main_power,json,45867,227.3,0.472,56.8,0.701,49.9,0.53,2020-12-01 08:41:42
main_power,json,45898,226.8,0.472,55.6,0.702,50,0.52,2020-12-01 08:42:13
main_power,json,45929,226.9,0.471,55.7,0.702,50,0.52,2020-12-01 08:42:44
main_power,json,45960,226.8,0.461,55.7,0.702,50,0.53,2020-12-01 08:43:15
main_power,json,45991,226.8,0.471,56.9,0.703,50,0.53,2020-12-01 08:43:47
main_power,json,46023,226.4,0.676,111.3,0.704,50,0.73,2020-12-01 08:44:18
main_power,json,46054,226.7,0.68,112.9,0.705,50.1,0.73,2020-12-01 08:44:49
main_power,json,46085,226.6,0.721,123.9,0.706,50.1,0.76,2020-12-01 08:45:20
main_power,json,46116,226.4,0.688,115.8,0.707,50,0.74,2020-12-01 08:45:51
main_power,json,46147,226.3,0.694,117.6,0.708,50,0.75,2020-12-01 08:46:22
main_power,json,46178,226.4,0.694,116.6,0.709,50,0.74,2020-12-01 08:46:53
main_power,json,46209,226.3,0.707,120.2,0.71,50,0.75,2020-12-01 08:47:24
main_power,json,46240,226.6,0.706,119.8,0.711,50,0.75,2020-12-01 08:47:55
main_power,json,46271,226.6,0.705,120.5,0.712,50,0.75,2020-12-01 08:48:26
main_power,json,46302,226.5,0.709,121.3,0.713,50,0.76,2020-12-01 08:48:57
main_power,json,46333,226.6,0.728,127.1,0.714,50,0.77,2020-12-01 08:49:29
main_power,json,46365,226.4,0.719,124.1,0.715,49.9,0.76,2020-12-01 08:50:00
main_power,json,46396,226.4,0.716,123.6,0.716,49.8,0.76,2020-12-01 08:50:31
main_power,json,46427,226.6,0.718,125.7,0.718,49.9,0.77,2020-12-01 08:51:02
main_power,json,46458,226.4,0.698,117.3,0.718,50,0.74,2020-12-01 08:51:33
main_power,json,46489,226.6,0.683,114.6,0.72,49.9,0.74,2020-12-01 08:52:04
main_power,json,46520,226.9,0.68,113.6,0.72,49.9,0.74,2020-12-01 08:52:35
main_power,json,46551,227.3,0.681,112.5,0.722,50.1,0.73,2020-12-01 08:53:06
main_power,json,46582,227,0.687,116,0.722,50,0.74,2020-12-01 08:53:37
main_power,json,46613,227.1,0.682,114,0.724,50,0.74,2020-12-01 08:54:08
main_power,json,46644,226.8,0.679,112.2,0.725,49.9,0.73,2020-12-01 08:54:39
main_power,json,46675,226.9,0.681,113.6,0.725,49.9,0.74,2020-12-01 08:55:11
main_power,json,46707,227.2,0.671,112.3,0.727,49.9,0.74,2020-12-01 08:55:42
main_power,json,46738,227.2,0.674,112,0.727,49.9,0.73,2020-12-01 08:56:13
main_power,json,46769,227.6,0.673,112.4,0.728,50,0.73,2020-12-01 08:56:44
main_power,json,46800,227.5,0.684,113.5,0.729,50,0.73,2020-12-01 08:57:15
main_power,json,46831,227.4,0.677,112.7,0.73,50,0.73,2020-12-01 08:57:46
main_power,json,46862,227.4,0.696,118.8,0.731,50,0.75,2020-12-01 08:58:17
main_power,json,46893,227.7,0.697,119,0.732,50,0.75,2020-12-01 08:58:48
main_power,json,46924,227.7,0.692,116.1,0.733,50,0.74,2020-12-01 08:59:19
main_power,json,46955,227.5,0.715,123.1,0.735,50,0.76,2020-12-01 08:59:50
main_power,json,46986,228.3,0.716,124.3,0.736,50,0.76,2020-12-01 09:00:21
main_power,json,47017,228.2,0.687,116.3,0.737,50.1,0.74,2020-12-01 09:00:53
main_power,json,47049,228.6,0.714,123.9,0.738,49.9,0.76,2020-12-01 09:01:24
main_power,json,47080,228.9,0.703,119.4,0.739,50,0.74,2020-12-01 09:01:55
main_power,json,47111,228.8,0.695,117.9,0.74,49.9,0.74,2020-12-01 09:02:26
main_power,json,47142,229,0.686,113.9,0.741,49.9,0.73,2020-12-01 09:02:57
main_power,json,47173,228.9,0.696,117.2,0.742,49.9,0.74,2020-12-01 09:03:28
main_power,json,47204,229.1,0.686,114.1,0.743,50,0.73,2020-12-01 09:03:59
main_power,json,47235,229.2,0.685,114.8,0.744,49.9,0.73,2020-12-01 09:04:30
main_power,json,47266,229.5,0.694,115.9,0.745,50,0.73,2020-12-01 09:05:01
main_power,json,47297,229.4,0.681,114.7,0.746,50.1,0.73,2020-12-01 09:05:32
main_power,json,47328,229.3,0.673,111.8,0.747,50,0.72,2020-12-01 09:06:03
main_power,json,47359,229.1,0.686,114.4,0.748,50,0.73,2020-12-01 09:06:34
main_power,json,47390,229.4,0.691,117.2,0.749,49.9,0.74,2020-12-01 09:07:06
main_power,json,47422,229.7,0.684,117.1,0.75,50,0.75,2020-12-01 09:07:37
main_power,json,47453,229.8,0.679,113.7,0.751,50,0.73,2020-12-01 09:08:08
main_power,json,47484,229.8,0.676,113.7,0.752,50,0.73,2020-12-01 09:08:39
main_power,json,47515,229.6,0.689,115,0.753,50.1,0.73,2020-12-01 09:09:10
main_power,json,47546,229.6,0.691,117.9,0.754,50,0.74,2020-12-01 09:09:41
main_power,json,47577,229.6,0.75,134.6,0.755,50,0.78,2020-12-01 09:10:12
main_power,json,47608,229.6,0.706,121.5,0.756,50,0.75,2020-12-01 09:10:43
main_power,json,47639,229.7,0.699,118.1,0.757,50,0.74,2020-12-01 09:11:14
main_power,json,47670,229.7,0.716,124.7,0.758,50,0.76,2020-12-01 09:11:45
main_power,json,47701,229.7,0.713,123.5,0.759,50,0.75,2020-12-01 09:12:17
main_power,json,47733,229.5,0.69,117.5,0.76,49.9,0.74,2020-12-01 09:12:48
main_power,json,47764,229.9,0.67,111.4,0.761,49.9,0.72,2020-12-01 09:13:19
main_power,json,47795,229.9,0.673,111.9,0.762,49.9,0.72,2020-12-01 09:13:50
main_power,json,47826,229.8,0.692,117.1,0.763,49.9,0.74,2020-12-01 09:14:21
main_power,json,47857,230.5,0.71,122.6,0.764,50,0.75,2020-12-01 09:14:52
main_power,json,47888,231.1,0.674,111.9,0.765,50.1,0.72,2020-12-01 09:15:23
main_power,json,47919,231.3,0.674,112.7,0.766,50,0.72,2020-12-01 09:15:54
main_power,json,47950,231.2,0.664,110.2,0.767,50,0.72,2020-12-01 09:16:25
main_power,json,47981,231.5,0.651,108.9,0.768,50,0.72,2020-12-01 09:16:56
main_power,json,48012,231.1,0.657,110.3,0.769,50,0.73,2020-12-01 09:17:27
main_power,json,48043,231.3,0.664,110.6,0.77,50,0.72,2020-12-01 09:17:59
main_power,json,48075,231.3,0.67,111.3,0.771,50,0.72,2020-12-01 09:18:30
main_power,json,48106,231.2,0.685,111.9,0.772,50.1,0.71,2020-12-01 09:19:01
main_power,json,48137,231.2,0.712,123.7,0.773,50,0.75,2020-12-01 09:19:32
main_power,json,48168,231.3,0.714,123.9,0.774,50.1,0.75,2020-12-01 09:20:03
main_power,json,48199,231.4,0.675,112.7,0.775,50,0.72,2020-12-01 09:20:34
main_power,json,48230,231.4,0.678,112.8,0.776,50.1,0.72,2020-12-01 09:21:05
main_power,json,48261,231.4,0.664,110.3,0.777,50.1,0.72,2020-12-01 09:21:36
main_power,json,48292,231.5,0.689,116.8,0.778,50.1,0.73,2020-12-01 09:22:07
main_power,json,48323,231.8,0.677,113.3,0.779,50.1,0.72,2020-12-01 09:22:38
main_power,json,48354,231.9,0.663,111,0.78,50.1,0.72,2020-12-01 09:23:09
main_power,json,48385,231.4,0.658,110.2,0.781,50.1,0.72,2020-12-01 09:23:41
main_power,json,48417,231.4,0.667,111.4,0.782,50.1,0.72,2020-12-01 09:24:12
main_power,json,48448,231.6,0.674,112.6,0.783,50.1,0.72,2020-12-01 09:24:43
main_power,json,48479,231.5,0.666,110.9,0.784,50.1,0.72,2020-12-01 09:25:14
main_power,json,48510,231.3,0.67,112.5,0.785,50.1,0.73,2020-12-01 09:25:45
main_power,json,48541,231.4,0.663,111.6,0.786,50.2,0.73,2020-12-01 09:26:16
main_power,json,48572,231.5,0.477,59.6,0.787,50.2,0.54,2020-12-01 09:26:47
main_power,json,48603,231.7,0.48,56.4,0.787,50.2,0.51,2020-12-01 09:27:18
main_power,json,48634,231.8,0.473,59.5,0.787,50.2,0.54,2020-12-01 09:27:49
main_power,json,48665,231.7,0.465,56.9,0.788,50.1,0.53,2020-12-01 09:28:20
main_power,json,48696,231.8,0.473,57,0.789,50.2,0.52,2020-12-01 09:28:51
main_power,json,48727,232.1,0.472,57.7,0.789,50.2,0.53,2020-12-01 09:29:22
main_power,json,48759,232.6,0.466,56.3,0.789,50.2,0.52,2020-12-01 09:29:54
main_power,json,48790,232.8,0.477,56.5,0.79,50.2,0.51,2020-12-01 09:30:25
main_power,json,48821,229.1,0.467,56.6,0.79,50.2,0.53,2020-12-01 09:30:56
main_power,json,48852,228.9,0.469,56.1,0.791,50.2,0.52,2020-12-01 09:31:27
main_power,json,48883,228.5,0.679,114.1,0.792,50.2,0.74,2020-12-01 09:31:58
main_power,json,48914,228.5,0.693,118.2,0.793,50.2,0.75,2020-12-01 09:32:29
main_power,json,48945,228.1,0.667,112.5,0.794,50.2,0.74,2020-12-01 09:33:00
main_power,json,48976,228.3,0.703,120.5,0.795,50.2,0.75,2020-12-01 09:33:31
main_power,json,49007,228,0.671,111.6,0.796,50.2,0.73,2020-12-01 09:34:02
main_power,json,49038,227.9,0.674,111.4,0.797,50.2,0.73,2020-12-01 09:34:33
main_power,json,49069,227.7,0.681,113,0.798,50.2,0.73,2020-12-01 09:35:04
main_power,json,49101,227.8,0.694,118.1,0.799,50,0.75,2020-12-01 09:35:36
main_power,json,49132,227.8,0.681,114.6,0.8,50.1,0.74,2020-12-01 09:36:07
main_power,json,49163,227.6,0.691,116,0.801,50.1,0.74,2020-12-01 09:36:38
main_power,json,49194,227.3,0.69,117.6,0.802,50,0.75,2020-12-01 09:37:09
main_power,json,49225,227.2,0.733,130.4,0.803,49.8,0.78,2020-12-01 09:37:40
main_power,json,49256,227.5,0.671,112,0.804,50,0.73,2020-12-01 09:38:11
main_power,json,49287,227.9,0.684,113.4,0.805,50,0.73,2020-12-01 09:38:42
main_power,json,49318,227.7,0.68,112.6,0.806,50,0.73,2020-12-01 09:39:13
main_power,json,49349,228,0.712,123,0.807,50.1,0.76,2020-12-01 09:39:44
main_power,json,49380,228,0.672,111.4,0.808,50.1,0.73,2020-12-01 09:40:15
main_power,json,49411,227.9,0.698,119,0.809,50.1,0.75,2020-12-01 09:40:46
main_power,json,49442,227.8,0.687,116.8,0.81,50.1,0.75,2020-12-01 09:41:18
main_power,json,49474,227.8,0.696,119.1,0.811,50.1,0.75,2020-12-01 09:41:49
main_power,json,49505,227.3,0.737,129.2,0.812,50,0.77,2020-12-01 09:42:20
main_power,json,49536,227.5,0.68,115.3,0.813,50,0.75,2020-12-01 09:42:51
main_power,json,49567,227.5,0.674,112.5,0.814,50,0.73,2020-12-01 09:43:22
main_power,json,49598,227.4,0.757,136,0.815,50,0.79,2020-12-01 09:43:53
main_power,json,49629,227.3,0.729,129.2,0.816,50,0.78,2020-12-01 09:44:24
main_power,json,49660,227.3,0.717,124.5,0.817,50,0.76,2020-12-01 09:44:55
main_power,json,49691,227.3,0.704,121,0.818,50,0.76,2020-12-01 09:45:26
main_power,json,49722,227.3,0.71,122.8,0.819,50,0.76,2020-12-01 09:45:57
main_power,json,49753,227.7,0.689,117,0.82,50,0.75,2020-12-01 09:46:28
main_power,json,49784,227.5,0.686,115.6,0.821,50,0.74,2020-12-01 09:47:00
main_power,json,49816,227.8,0.721,126,0.822,50.1,0.77,2020-12-01 09:47:31
main_power,json,49847,227.8,0.715,125.1,0.823,50,0.77,2020-12-01 09:48:02
main_power,json,49878,227.7,0.695,117.6,0.824,50,0.74,2020-12-01 09:48:33
main_power,json,49909,227.4,0.694,118.7,0.825,50,0.75,2020-12-01 09:49:04
main_power,json,49940,227.1,0.693,117.2,0.826,50,0.74,2020-12-01 09:49:35
main_power,json,49971,226.8,0.68,114.4,0.827,50,0.74,2020-12-01 09:50:06
